,org_name,group_PAC_ID,state,ACO_PC_ID_1,ACO_name_1,ACO_PC_ID_2,ACO_name_2,measure_code,measure_title,inverse_measure,measure_performance_rate,denominator_count,star_value,five_star_benchmark,collection_type,from_PC_livesite
30292,"FAMILY MEDICINE SPECIALISTS, INCORPORATED",42206252,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,3255.0,None,None,ATT,N
30293,"FAMILY MEDICINE SPECIALISTS, INCORPORATED",42206252,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,82.0,11834.0,None,None,ATT,N
30294,"FAMILY MEDICINE SPECIALISTS, INCORPORATED",42206252,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,2.0,11834.0,None,None,ATT,N
30297,"FAMILY MEDICINE SPECIALISTS, INCORPORATED",42206252,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,6.0,11834.0,None,None,ATT,N
30298,ELMHURST MEMORIAL HEALTHCARE,9638168602,IL,A2302,"Illinois Health Partners ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,96125.0,None,None,ATT,N
30299,ELMHURST MEMORIAL HEALTHCARE,9638168602,IL,A2302,"Illinois Health Partners ACO, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,28.0,522.0,None,None,ATT,N
30300,ELMHURST MEMORIAL HEALTHCARE,9638168602,IL,A2302,"Illinois Health Partners ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,98.0,25547.0,None,None,ATT,N
30301,ELMHURST MEMORIAL HEALTHCARE,9638168602,IL,A2302,"Illinois Health Partners ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,92.0,44722.0,None,None,ATT,N
30302,ELMHURST MEMORIAL HEALTHCARE,9638168602,IL,A2302,"Illinois Health Partners ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,41.0,44722.0,None,None,ATT,N
30306,ELMHURST MEMORIAL HEALTHCARE,9638168602,IL,A2302,"Illinois Health Partners ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,99.0,44722.0,None,None,ATT,N
30307,ELMHURST MEMORIAL HEALTHCARE,9638168602,IL,A2302,"Illinois Health Partners ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,36.0,44722.0,None,None,ATT,N
30338,ZAKI LABABIDI MD SC,6204823677,AZ,V235,"Arizona Care Network - Next, LLC",None,None,MIPS_GRP_006_overall,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,97.0,870.0,4.0,100.0,REG,Y
30339,ZAKI LABABIDI MD SC,6204823677,AZ,V235,"Arizona Care Network - Next, LLC",None,None,MIPS_GRP_243_overall,Cardiac Rehabilitation Patient Referral from an Outpatient Setting,N,16.0,74.0,None,None,REG,N
30340,ZAKI LABABIDI MD SC,6204823677,AZ,V235,"Arizona Care Network - Next, LLC",None,None,MIPS_GRP_326_overall,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N,77.0,260.0,None,None,REG,N
30349,CENTEGRA PRIMARY CARE LLC,446157630,IL,A2576,"Centegra Health and Wellness Network ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,91.0,92906.0,None,None,ATT,N
30350,CENTEGRA PRIMARY CARE LLC,446157630,IL,A2576,"Centegra Health and Wellness Network ACO, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,23.0,5834.0,None,None,ATT,N
30351,CENTEGRA PRIMARY CARE LLC,446157630,IL,A2576,"Centegra Health and Wellness Network ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,89.0,8194.0,None,None,ATT,N
30352,CENTEGRA PRIMARY CARE LLC,446157630,IL,A2576,"Centegra Health and Wellness Network ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,89.0,39202.0,None,None,ATT,N
30353,CENTEGRA PRIMARY CARE LLC,446157630,IL,A2576,"Centegra Health and Wellness Network ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,16.0,39202.0,None,None,ATT,N
30356,CENTEGRA PRIMARY CARE LLC,446157630,IL,A2576,"Centegra Health and Wellness Network ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,78.0,39189.0,None,None,ATT,N
30357,CENTEGRA PRIMARY CARE LLC,446157630,IL,A2576,"Centegra Health and Wellness Network ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,18.0,39202.0,None,None,ATT,N
30368,LAKE COUNTY MEDICAL GROUP SC,2961531959,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,100.0,140.0,None,None,ATT,N
30369,LAKE COUNTY MEDICAL GROUP SC,2961531959,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,40.0,2553.0,None,None,ATT,N
30370,LAKE COUNTY MEDICAL GROUP SC,2961531959,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,1.0,2553.0,None,None,ATT,N
30373,LAKE COUNTY MEDICAL GROUP SC,2961531959,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,14.0,2553.0,None,None,ATT,N
30374,LAKE COUNTY MEDICAL GROUP SC,2961531959,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,2553.0,None,None,ATT,N
30375,"LAKE COUNTY GENERAL AND VASCULAR SURGICAL ASSOCIATES, P.C.",1557322237,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,100.0,25.0,None,None,ATT,N
30376,"LAKE COUNTY GENERAL AND VASCULAR SURGICAL ASSOCIATES, P.C.",1557322237,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,100.0,476.0,None,None,ATT,N
30377,"LAKE COUNTY GENERAL AND VASCULAR SURGICAL ASSOCIATES, P.C.",1557322237,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,92.0,25.0,None,None,ATT,N
30378,"LAKE COUNTY GENERAL AND VASCULAR SURGICAL ASSOCIATES, P.C.",1557322237,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,89.0,608.0,None,None,ATT,N
30379,"LAKE COUNTY GENERAL AND VASCULAR SURGICAL ASSOCIATES, P.C.",1557322237,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,11.0,608.0,None,None,ATT,N
30381,"LAKE COUNTY GENERAL AND VASCULAR SURGICAL ASSOCIATES, P.C.",1557322237,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,38.0,608.0,None,None,ATT,N
30382,"LAKE COUNTY GENERAL AND VASCULAR SURGICAL ASSOCIATES, P.C.",1557322237,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,13.0,608.0,None,None,ATT,N
30387,OB-GYN HEALTH ASSOCIATES SC,7315996493,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,94.0,1219.0,None,None,ATT,N
30388,OB-GYN HEALTH ASSOCIATES SC,7315996493,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,93.0,1975.0,None,None,ATT,N
30389,OB-GYN HEALTH ASSOCIATES SC,7315996493,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,1.0,1975.0,None,None,ATT,N
30391,OB-GYN HEALTH ASSOCIATES SC,7315996493,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,84.0,1975.0,None,None,ATT,N
30392,OB-GYN HEALTH ASSOCIATES SC,7315996493,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,1975.0,None,None,ATT,N
30393,"ENT SURGICAL CONSULTANTS, LTD",2668446584,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,90.0,5291.0,None,None,ATT,N
30406,PRIMARY HEALTHCARE ASSOCIATES SC,4688635337,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,81.0,115913.0,None,None,ATT,N
30407,PRIMARY HEALTHCARE ASSOCIATES SC,4688635337,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,13.0,14964.0,None,None,ATT,N
30408,PRIMARY HEALTHCARE ASSOCIATES SC,4688635337,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,83.0,12011.0,None,None,ATT,N
30409,PRIMARY HEALTHCARE ASSOCIATES SC,4688635337,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,60.0,25321.0,None,None,ATT,N
30410,PRIMARY HEALTHCARE ASSOCIATES SC,4688635337,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,3.0,25321.0,None,None,ATT,N
30414,PRIMARY HEALTHCARE ASSOCIATES SC,4688635337,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,40.0,25321.0,None,None,ATT,N
30415,PRIMARY HEALTHCARE ASSOCIATES SC,4688635337,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,6.0,25321.0,None,None,ATT,N
30433,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_046_65+,Medication Reconciliation Post-Discharge,N,13.0,114.0,None,None,WI,N
30434,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_046_overall,Medication Reconciliation Post-Discharge,N,12.0,124.0,None,None,WI,N
30435,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_110_overall,Preventive Care and Screening: Influenza Immunization,N,74.0,531.0,3.0,94.0,WI,Y
30436,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_111_overall,Pneumococcal Vaccination Status for Older Adults,N,71.0,611.0,3.0,94.0,WI,Y
30437,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_113_overall,Colorectal Cancer Screening,N,56.0,611.0,3.0,84.0,WI,Y
30438,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_134_overall,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,93.0,350.0,5.0,91.0,WI,Y
30439,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_226_overall,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,98.0,446.0,4.0,100.0,WI,Y
30440,PROCTOR HEALTH SYSTEMS,3476440173,IL,V144,Iowa Health Accountable Care,None,None,MIPS_GRP_318_overall,Falls: Screening for Future Fall Risk,N,91.0,608.0,4.0,99.0,WI,Y
30443,"HEART CARE CENTERS OF ILLINOIS, S.C.",6103738810,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_006_overall,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,92.0,11234.0,4.0,100.0,REG,Y
30444,"HEART CARE CENTERS OF ILLINOIS, S.C.",6103738810,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_047_overall,Care Plan,N,87.0,15290.0,4.0,100.0,REG,Y
30445,"HEART CARE CENTERS OF ILLINOIS, S.C.",6103738810,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_326_overall,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N,83.0,3151.0,None,None,REG,N
30448,PHYSICIAN SERVICES CORPORATION OF SOUTHERN ILLINOIS INC,9234022567,IL,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,186355.0,None,None,ATT,N
30449,PHYSICIAN SERVICES CORPORATION OF SOUTHERN ILLINOIS INC,9234022567,IL,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,36.0,4697.0,None,None,ATT,N
30450,PHYSICIAN SERVICES CORPORATION OF SOUTHERN ILLINOIS INC,9234022567,IL,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,97.0,47651.0,None,None,ATT,N
30451,PHYSICIAN SERVICES CORPORATION OF SOUTHERN ILLINOIS INC,9234022567,IL,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,97.0,44788.0,None,None,ATT,N
30452,PHYSICIAN SERVICES CORPORATION OF SOUTHERN ILLINOIS INC,9234022567,IL,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,22.0,44788.0,None,None,ATT,N
30456,PHYSICIAN SERVICES CORPORATION OF SOUTHERN ILLINOIS INC,9234022567,IL,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,97.0,44649.0,None,None,ATT,N
30457,PHYSICIAN SERVICES CORPORATION OF SOUTHERN ILLINOIS INC,9234022567,IL,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,25.0,44788.0,None,None,ATT,N
30458,"DIGESTIVE HEALTH ASSOCIATES, P.C.",7517954886,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,98.0,4533.0,None,None,ATT,N
30459,"DIGESTIVE HEALTH ASSOCIATES, P.C.",7517954886,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,98.0,4533.0,None,None,ATT,N
30472,MARK ALLAN BERK MD SC,9537128004,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_137_overall,Melanoma: Continuity of Care - Recall System,N,45.0,242.0,None,None,REG,N
30473,MARK ALLAN BERK MD SC,9537128004,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_138_overall,Melanoma: Coordination of Care,N,69.0,84.0,None,None,REG,N
30474,MARK ALLAN BERK MD SC,9537128004,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_265_overall,Biopsy Follow-Up,N,99.0,174.0,None,None,REG,N
30475,MARK ALLAN BERK MD SC,9537128004,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_337_overall,"Tuberculosis (TB) Prevention for Psoriasis, Psoriatic Arthritis and Rheumatoid Arthritis Patients on a Biological Immune Response Modifier",N,19.0,32.0,None,None,REG,N
30476,MARK ALLAN BERK MD SC,9537128004,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_402_overall,Tobacco Use and Help with Quitting Among Adolescents,N,99.0,642.0,None,None,REG,N
30477,MARK ALLAN BERK MD SC,9537128004,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,MIPS_GRP_431_overall,Preventive Care and Screening: Unhealthy Alcohol Use: Screening & Brief Counseling,N,75.0,2187.0,None,None,REG,N
30480,MEDICAL HILLS INTERNISTS LLC,3779576251,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,17839.0,None,None,ATT,N
30481,MEDICAL HILLS INTERNISTS LLC,3779576251,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,2.0,1235.0,None,None,ATT,N
30482,MEDICAL HILLS INTERNISTS LLC,3779576251,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,66.0,199.0,None,None,ATT,N
30483,MEDICAL HILLS INTERNISTS LLC,3779576251,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,87.0,8064.0,None,None,ATT,N
30484,MEDICAL HILLS INTERNISTS LLC,3779576251,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,20.0,8064.0,None,None,ATT,N
30488,MEDICAL HILLS INTERNISTS LLC,3779576251,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,9.0,8064.0,None,None,ATT,N
30489,MEDICAL HILLS INTERNISTS LLC,3779576251,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,41.0,8064.0,None,None,ATT,N
30520,ASAD ZAMAN MD SC,5092744847,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,45.0,7824.0,None,None,ATT,N
30521,ASAD ZAMAN MD SC,5092744847,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,2142.0,None,None,ATT,N
30522,ASAD ZAMAN MD SC,5092744847,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,88.0,2126.0,None,None,ATT,N
30523,ASAD ZAMAN MD SC,5092744847,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,91.0,1979.0,None,None,ATT,N
30524,ASAD ZAMAN MD SC,5092744847,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,11.0,1979.0,None,None,ATT,N
30527,ASAD ZAMAN MD SC,5092744847,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,10.0,1981.0,None,None,ATT,N
30528,ASAD ZAMAN MD SC,5092744847,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,21.0,1979.0,None,None,ATT,N
30563,"SHARON L. HORTON, MD, PC",6305926015,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,100.0,1287.0,None,None,ATT,N
30564,"SHARON L. HORTON, MD, PC",6305926015,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,1.0,212.0,None,None,ATT,N
30565,"SHARON L. HORTON, MD, PC",6305926015,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,100.0,231.0,None,None,ATT,N
30566,"SHARON L. HORTON, MD, PC",6305926015,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,69.0,2479.0,None,None,ATT,N
30567,"SHARON L. HORTON, MD, PC",6305926015,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,0.0,2479.0,None,None,ATT,N
30569,"SHARON L. HORTON, MD, PC",6305926015,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,99.0,2479.0,None,None,ATT,N
30570,"SHARON L. HORTON, MD, PC",6305926015,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,2479.0,None,None,ATT,N
30571,GENESIS ORTHOPEDICS and SPORTS MEDICINE LLC,7618955808,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",A2620,"Cadence Health ACO, LLC",ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,58.0,None,None,ATT,N
30572,GENESIS ORTHOPEDICS and SPORTS MEDICINE LLC,7618955808,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",A2620,"Cadence Health ACO, LLC",ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,98.0,468.0,None,None,ATT,N
30573,GENESIS ORTHOPEDICS and SPORTS MEDICINE LLC,7618955808,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",A2620,"Cadence Health ACO, LLC",ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,90.0,528.0,None,None,ATT,N
30574,GENESIS ORTHOPEDICS and SPORTS MEDICINE LLC,7618955808,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",A2620,"Cadence Health ACO, LLC",ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,25.0,528.0,None,None,ATT,N
30577,GENESIS ORTHOPEDICS and SPORTS MEDICINE LLC,7618955808,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",A2620,"Cadence Health ACO, LLC",ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,93.0,528.0,None,None,ATT,N
30578,GENESIS ORTHOPEDICS and SPORTS MEDICINE LLC,7618955808,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",A2620,"Cadence Health ACO, LLC",ACI_GRP_TRANS_SM_1,Secure Messaging,N,10.0,528.0,None,None,ATT,N
30579,"DUPAGE INTERNAL MEDICINE, L.L.C.",648336313,IL,A1501,"AMITA Health Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,84.0,772.0,None,None,ATT,N
30587,CORNERSTONE MEDICAL GROUP INC,8224082086,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,13424.0,None,None,ATT,N
30588,CORNERSTONE MEDICAL GROUP INC,8224082086,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,93.0,3893.0,None,None,ATT,N
30589,CORNERSTONE MEDICAL GROUP INC,8224082086,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,100.0,6774.0,None,None,ATT,N
30590,CORNERSTONE MEDICAL GROUP INC,8224082086,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,65.0,6774.0,None,None,ATT,N
30593,CORNERSTONE MEDICAL GROUP INC,8224082086,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,100.0,6774.0,None,None,ATT,N
30594,CORNERSTONE MEDICAL GROUP INC,8224082086,IL,A2620,"Cadence Health ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,34.0,6774.0,None,None,ATT,N
30597,ADVANCED HEART GROUP SC,8022921816,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,92.0,14139.0,None,None,ATT,N
30598,ADVANCED HEART GROUP SC,8022921816,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,1.0,194.0,None,None,ATT,N
30599,ADVANCED HEART GROUP SC,8022921816,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,95.0,8811.0,None,None,ATT,N
30600,ADVANCED HEART GROUP SC,8022921816,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,81.0,5645.0,None,None,ATT,N
30601,ADVANCED HEART GROUP SC,8022921816,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,20.0,5645.0,None,None,ATT,N
30604,ADVANCED HEART GROUP SC,8022921816,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,95.0,5645.0,None,None,ATT,N
30605,ADVANCED HEART GROUP SC,8022921816,IL,A2337,"Ingalls Care Network, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,5645.0,None,None,ATT,N
30606,STEVEN T ADELSTEIN DPM LTD,1557301090,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,100.0,129.0,None,None,ATT,N
30607,STEVEN T ADELSTEIN DPM LTD,1557301090,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,99.0,122.0,None,None,ATT,N
30608,STEVEN T ADELSTEIN DPM LTD,1557301090,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,76.0,949.0,None,None,ATT,N
30609,STEVEN T ADELSTEIN DPM LTD,1557301090,IL,A1033,"Advocate Physician Partners Accountable Care, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,11.0,949.0,None,None,ATT,N
